_id,COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
5424,Tulare,2022,Child vs. adult,0–17 years,0–17 years,847,62.2,
5425,Tuolumne,2022,Child vs. adult,0–17 years,0–17 years,40,47.9,
5426,Ventura,2022,Child vs. adult,0–17 years,0–17 years,825,45.9,
5427,Yolo,2022,Child vs. adult,0–17 years,0–17 years,200,41.2,
5428,Yuba,2022,Child vs. adult,0–17 years,0–17 years,135,64.8,
5429,California,2022,Child vs. adult,18+ years,18+ years,75518,25.1,
5430,Alameda,2022,Child vs. adult,18+ years,18+ years,3413,25.5,
5431,Alpine,2022,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5432,Amador,2022,Child vs. adult,18+ years,18+ years,83,28.8,
5433,Butte,2022,Child vs. adult,18+ years,18+ years,349,20.2,
5434,Calaveras,2022,Child vs. adult,18+ years,18+ years,82,30.1,
5435,Colusa,2022,Child vs. adult,18+ years,18+ years,43,25.7,
5436,Contra Costa,2022,Child vs. adult,18+ years,18+ years,2680,30.5,
5437,Del Norte,2022,Child vs. adult,18+ years,18+ years,63,33,
5438,El Dorado,2022,Child vs. adult,18+ years,18+ years,269,18.5,
5439,Fresno,2022,Child vs. adult,18+ years,18+ years,1975,26.7,
5440,Glenn,2022,Child vs. adult,18+ years,18+ years,56,26,
5441,Humboldt,2022,Child vs. adult,18+ years,18+ years,329,34.7,
5442,Imperial,2022,Child vs. adult,18+ years,18+ years,262,19,
5443,Inyo,2022,Child vs. adult,18+ years,18+ years,43,37.1,
5444,Kern,2022,Child vs. adult,18+ years,18+ years,1417,21.1,
5445,Kings,2022,Child vs. adult,18+ years,18+ years,281,26.1,
5446,Lake,2022,Child vs. adult,18+ years,18+ years,220,51.3,
5447,Lassen,2022,Child vs. adult,18+ years,18+ years,61,26.2,
5448,Los Angeles,2022,Child vs. adult,18+ years,18+ years,20554,26.5,
5449,Madera,2022,Child vs. adult,18+ years,18+ years,295,25,
5450,Marin,2022,Child vs. adult,18+ years,18+ years,251,12.3,
5451,Mariposa,2022,Child vs. adult,18+ years,18+ years,20,18,
5452,Mendocino,2022,Child vs. adult,18+ years,18+ years,283,45.9,
5453,Merced,2022,Child vs. adult,18+ years,18+ years,693,33.3,
5454,Modoc,2022,Child vs. adult,18+ years,18+ years,32,58.6,
5455,Mono,2022,Child vs. adult,18+ years,18+ years,30,29.8,
5456,Monterey,2022,Child vs. adult,18+ years,18+ years,798,24.9,
5457,Napa,2022,Child vs. adult,18+ years,18+ years,189,16.8,
5458,Nevada,2022,Child vs. adult,18+ years,18+ years,109,16.4,
5459,Orange,2022,Child vs. adult,18+ years,18+ years,3458,14.3,
5460,Placer,2022,Child vs. adult,18+ years,18+ years,549,17.9,
5461,Plumas,2022,Child vs. adult,18+ years,18+ years,37,25,
5462,Riverside,2022,Child vs. adult,18+ years,18+ years,4820,26.5,
5463,Sacramento,2022,Child vs. adult,18+ years,18+ years,3949,33.6,
5464,San Benito,2022,Child vs. adult,18+ years,18+ years,150,31.5,
5465,San Bernardino,2022,Child vs. adult,18+ years,18+ years,5003,30.9,
5466,San Diego,2022,Child vs. adult,18+ years,18+ years,4524,18.2,
5467,San Francisco,2022,Child vs. adult,18+ years,18+ years,1010,13.6,
5468,San Joaquin,2022,Child vs. adult,18+ years,18+ years,2096,36.8,
5469,San Luis Obispo,2022,Child vs. adult,18+ years,18+ years,379,18.8,
5470,San Mateo,2022,Child vs. adult,18+ years,18+ years,883,14.9,
5471,Santa Barbara,2022,Child vs. adult,18+ years,18+ years,566,16.3,
5472,Santa Clara,2022,Child vs. adult,18+ years,18+ years,2622,17,
5473,Santa Cruz,2022,Child vs. adult,18+ years,18+ years,342,16.4,
5474,Shasta,2022,Child vs. adult,18+ years,18+ years,291,23,
5475,Sierra,2022,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5476,Siskiyou,2022,Child vs. adult,18+ years,18+ years,73,26.8,
5477,Solano,2022,Child vs. adult,18+ years,18+ years,1470,44.6,
5478,Sonoma,2022,Child vs. adult,18+ years,18+ years,759,20,
5479,Stanislaus,2022,Child vs. adult,18+ years,18+ years,1213,29.4,
5480,Sutter,2022,Child vs. adult,18+ years,18+ years,159,21.3,
5481,Tehama,2022,Child vs. adult,18+ years,18+ years,126,29.5,
5482,Trinity,2022,Child vs. adult,18+ years,18+ years,34,37,
5483,Tulare,2022,Child vs. adult,18+ years,18+ years,681,19.9,
5484,Tuolumne,2022,Child vs. adult,18+ years,18+ years,81,21.6,
5485,Ventura,2022,Child vs. adult,18+ years,18+ years,1134,17.9,
5486,Yolo,2022,Child vs. adult,18+ years,18+ years,357,22.8,
5487,Yuba,2022,Child vs. adult,18+ years,18+ years,181,31.9,
5488,California,2022,Age groups,0–4 years,0–4 years,17043,76.4,
5489,Alameda,2022,Age groups,0–4 years,0–4 years,710,81.3,
5490,Alpine,2022,Age groups,0–4 years,0–4 years,0,0,
5491,Amador,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5492,Butte,2022,Age groups,0–4 years,0–4 years,49,40,
5493,Calaveras,2022,Age groups,0–4 years,0–4 years,15,75.7,
5494,Colusa,2022,Age groups,0–4 years,0–4 years,16,113.8,
5495,Contra Costa,2022,Age groups,0–4 years,0–4 years,540,89.5,
5496,Del Norte,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5497,El Dorado,2022,Age groups,0–4 years,0–4 years,52,61.3,
5498,Fresno,2022,Age groups,0–4 years,0–4 years,1031,140.7,
5499,Glenn,2022,Age groups,0–4 years,0–4 years,12,63.3,
5500,Humboldt,2022,Age groups,0–4 years,0–4 years,38,56.8,
5501,Imperial,2022,Age groups,0–4 years,0–4 years,42,30.3,
5502,Inyo,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5503,Kern,2022,Age groups,0–4 years,0–4 years,413,62.4,
5504,Kings,2022,Age groups,0–4 years,0–4 years,121,103.5,
5505,Lake,2022,Age groups,0–4 years,0–4 years,24,65.6,
5506,Lassen,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5507,Los Angeles,2022,Age groups,0–4 years,0–4 years,4114,78.1,
5508,Madera,2022,Age groups,0–4 years,0–4 years,139,131.7,
5509,Marin,2022,Age groups,0–4 years,0–4 years,49,56.4,
5510,Mariposa,2022,Age groups,0–4 years,0–4 years,0,0,
5511,Mendocino,2022,Age groups,0–4 years,0–4 years,38,82.4,
5512,Merced,2022,Age groups,0–4 years,0–4 years,245,120.5,
5513,Modoc,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5514,Mono,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5515,Monterey,2022,Age groups,0–4 years,0–4 years,158,55.3,
5516,Napa,2022,Age groups,0–4 years,0–4 years,46,75.5,
5517,Nevada,2022,Age groups,0–4 years,0–4 years,17,43.4,
5518,Orange,2022,Age groups,0–4 years,0–4 years,1257,70.9,
5519,Placer,2022,Age groups,0–4 years,0–4 years,120,64,
5520,Plumas,2022,Age groups,0–4 years,0–4 years,0,0,
5521,Riverside,2022,Age groups,0–4 years,0–4 years,1000,67.6,
5522,Sacramento,2022,Age groups,0–4 years,0–4 years,752,78,
5523,San Benito,2022,Age groups,0–4 years,0–4 years,12,34.7,
5524,San Bernardino,2022,Age groups,0–4 years,0–4 years,1019,70.9,
5525,San Diego,2022,Age groups,0–4 years,0–4 years,1470,75.9,
5526,San Francisco,2022,Age groups,0–4 years,0–4 years,356,90,
5527,San Joaquin,2022,Age groups,0–4 years,0–4 years,482,98,
5528,San Luis Obispo,2022,Age groups,0–4 years,0–4 years,53,45.1,
5529,San Mateo,2022,Age groups,0–4 years,0–4 years,257,67.4,
5530,Santa Barbara,2022,Age groups,0–4 years,0–4 years,80,29.8,
5531,Santa Clara,2022,Age groups,0–4 years,0–4 years,522,52.2,
5532,Santa Cruz,2022,Age groups,0–4 years,0–4 years,62,48.5,
5533,Shasta,2022,Age groups,0–4 years,0–4 years,46,45.7,
5534,Sierra,2022,Age groups,0–4 years,0–4 years,0,0,
5535,Siskiyou,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5536,Solano,2022,Age groups,0–4 years,0–4 years,254,103.5,
5537,Sonoma,2022,Age groups,0–4 years,0–4 years,128,63.5,
5538,Stanislaus,2022,Age groups,0–4 years,0–4 years,267,72.3,
5539,Sutter,2022,Age groups,0–4 years,0–4 years,38,58.7,
5540,Tehama,2022,Age groups,0–4 years,0–4 years,25,64.4,
5541,Trinity,2022,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5542,Tulare,2022,Age groups,0–4 years,0–4 years,343,97.2,
5543,Tuolumne,2022,Age groups,0–4 years,0–4 years,15,64.7,
5544,Ventura,2022,Age groups,0–4 years,0–4 years,273,59.8,
5545,Yolo,2022,Age groups,0–4 years,0–4 years,71,61.8,
5546,Yuba,2022,Age groups,0–4 years,0–4 years,60,106.6,
5547,California,2022,Age groups,5–17 years,5–17 years,32552,49.5,
5548,Alameda,2022,Age groups,5–17 years,5–17 years,1086,43.6,
5549,Alpine,2022,Age groups,5–17 years,5–17 years,0,0,
5550,Amador,2022,Age groups,5–17 years,5–17 years,35,87.4,
5551,Butte,2022,Age groups,5–17 years,5–17 years,109,32.3,
5552,Calaveras,2022,Age groups,5–17 years,5–17 years,22,46.5,
5553,Colusa,2022,Age groups,5–17 years,5–17 years,36,86.3,
5554,Contra Costa,2022,Age groups,5–17 years,5–17 years,1034,59.3,
5555,Del Norte,2022,Age groups,5–17 years,5–17 years,25,63.5,
5556,El Dorado,2022,Age groups,5–17 years,5–17 years,96,38.8,
5557,Fresno,2022,Age groups,5–17 years,5–17 years,1720,83.8,
5558,Glenn,2022,Age groups,5–17 years,5–17 years,22,43.3,
5559,Humboldt,2022,Age groups,5–17 years,5–17 years,86,41.6,
5560,Imperial,2022,Age groups,5–17 years,5–17 years,243,60.8,
5561,Inyo,2022,Age groups,5–17 years,5–17 years,13,46.5,
5562,Kern,2022,Age groups,5–17 years,5–17 years,841,45.6,
5563,Kings,2022,Age groups,5–17 years,5–17 years,185,53.9,
5564,Lake,2022,Age groups,5–17 years,5–17 years,75,75.2,
5565,Lassen,2022,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5566,Los Angeles,2022,Age groups,5–17 years,5–17 years,8566,53.4,
5567,Madera,2022,Age groups,5–17 years,5–17 years,241,82.2,
5568,Marin,2022,Age groups,5–17 years,5–17 years,79,23.1,
5569,Mariposa,2022,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5570,Mendocino,2022,Age groups,5–17 years,5–17 years,97,70.8,
5571,Merced,2022,Age groups,5–17 years,5–17 years,437,75.9,
5572,Modoc,2022,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5573,Mono,2022,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5574,Monterey,2022,Age groups,5–17 years,5–17 years,389,47.3,
5575,Napa,2022,Age groups,5–17 years,5–17 years,77,41.2,
5576,Nevada,2022,Age groups,5–17 years,5–17 years,26,24.6,
5577,Orange,2022,Age groups,5–17 years,5–17 years,2011,39.2,
5578,Placer,2022,Age groups,5–17 years,5–17 years,183,35.4,
5579,Plumas,2022,Age groups,5–17 years,5–17 years,12,52.8,
5580,Riverside,2022,Age groups,5–17 years,5–17 years,2442,56.3,
5581,Sacramento,2022,Age groups,5–17 years,5–17 years,1389,53.7,
5582,San Benito,2022,Age groups,5–17 years,5–17 years,60,61.5,
5583,San Bernardino,2022,Age groups,5–17 years,5–17 years,2383,56.7,
5584,San Diego,2022,Age groups,5–17 years,5–17 years,2263,37.8,
5585,San Francisco,2022,Age groups,5–17 years,5–17 years,390,38.6,
5586,San Joaquin,2022,Age groups,5–17 years,5–17 years,1018,70.6,
5587,San Luis Obispo,2022,Age groups,5–17 years,5–17 years,117,33,
5588,San Mateo,2022,Age groups,5–17 years,5–17 years,306,26,
5589,Santa Barbara,2022,Age groups,5–17 years,5–17 years,222,30.1,
5590,Santa Clara,2022,Age groups,5–17 years,5–17 years,832,26.3,
5591,Santa Cruz,2022,Age groups,5–17 years,5–17 years,117,27.2,
5592,Shasta,2022,Age groups,5–17 years,5–17 years,77,27.9,
5593,Sierra,2022,Age groups,5–17 years,5–17 years,0,0,
5594,Siskiyou,2022,Age groups,5–17 years,5–17 years,19,31.5,
5595,Solano,2022,Age groups,5–17 years,5–17 years,514,71.4,
5596,Sonoma,2022,Age groups,5–17 years,5–17 years,256,39.2,
5597,Stanislaus,2022,Age groups,5–17 years,5–17 years,658,62.4,
5598,Sutter,2022,Age groups,5–17 years,5–17 years,58,34.3,
5599,Tehama,2022,Age groups,5–17 years,5–17 years,49,46.3,
5600,Trinity,2022,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5601,Tulare,2022,Age groups,5–17 years,5–17 years,504,49.3,
5602,Tuolumne,2022,Age groups,5–17 years,5–17 years,25,41.8,
5603,Ventura,2022,Age groups,5–17 years,5–17 years,552,40.8,
5604,Yolo,2022,Age groups,5–17 years,5–17 years,129,33.6,
5605,Yuba,2022,Age groups,5–17 years,5–17 years,75,49.5,
5606,California,2022,Age groups,18–64 years,18–64 years,65839,27.4,
5607,Alameda,2022,Age groups,18–64 years,18–64 years,2894,27,
5608,Alpine,2022,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5609,Amador,2022,Age groups,18–64 years,18–64 years,61,30.8,
5610,Butte,2022,Age groups,18–64 years,18–64 years,296,21.9,
5611,Calaveras,2022,Age groups,18–64 years,18–64 years,65,34,
5612,Colusa,2022,Age groups,18–64 years,18–64 years,35,26.8,
5613,Contra Costa,2022,Age groups,18–64 years,18–64 years,2270,32.9,
5614,Del Norte,2022,Age groups,18–64 years,18–64 years,56,37.1,
5615,El Dorado,2022,Age groups,18–64 years,18–64 years,207,19.5,
5616,Fresno,2022,Age groups,18–64 years,18–64 years,1721,28.5,
5617,Glenn,2022,Age groups,18–64 years,18–64 years,43,25.7,
5618,Humboldt,2022,Age groups,18–64 years,18–64 years,295,39.5,
5619,Imperial,2022,Age groups,18–64 years,18–64 years,230,20.6,
5620,Inyo,2022,Age groups,18–64 years,18–64 years,33,40.5,
5621,Kern,2022,Age groups,18–64 years,18–64 years,1275,23,
5622,Kings,2022,Age groups,18–64 years,18–64 years,257,28.7,
5623,Lake,2022,Age groups,18–64 years,18–64 years,191,58.1,
5624,Lassen,2022,Age groups,18–64 years,18–64 years,52,28.6,
5625,Los Angeles,2022,Age groups,18–64 years,18–64 years,18074,29,
5626,Madera,2022,Age groups,18–64 years,18–64 years,243,26,
5627,Marin,2022,Age groups,18–64 years,18–64 years,194,13.1,
5628,Mariposa,2022,Age groups,18–64 years,18–64 years,16,20.2,
5629,Mendocino,2022,Age groups,18–64 years,18–64 years,237,51.1,
5630,Merced,2022,Age groups,18–64 years,18–64 years,630,36.6,
5631,Modoc,2022,Age groups,18–64 years,18–64 years,31,69.9,
5632,Mono,2022,Age groups,18–64 years,18–64 years,30,35.9,
5633,Monterey,2022,Age groups,18–64 years,18–64 years,729,28,
5634,Napa,2022,Age groups,18–64 years,18–64 years,143,17.1,
5635,Nevada,2022,Age groups,18–64 years,18–64 years,84,18,
5636,Orange,2022,Age groups,18–64 years,18–64 years,2968,15.4,
5637,Placer,2022,Age groups,18–64 years,18–64 years,447,19.3,
5638,Plumas,2022,Age groups,18–64 years,18–64 years,28,27.2,
5639,Riverside,2022,Age groups,18–64 years,18–64 years,4327,29.6,
5640,Sacramento,2022,Age groups,18–64 years,18–64 years,3488,36.7,
5641,San Benito,2022,Age groups,18–64 years,18–64 years,131,34.2,
5642,San Bernardino,2022,Age groups,18–64 years,18–64 years,4543,34.2,
5643,San Diego,2022,Age groups,18–64 years,18–64 years,3769,19.2,
5644,San Francisco,2022,Age groups,18–64 years,18–64 years,826,14.1,
5645,San Joaquin,2022,Age groups,18–64 years,18–64 years,1870,40.3,
5646,San Luis Obispo,2022,Age groups,18–64 years,18–64 years,311,20.5,
5647,San Mateo,2022,Age groups,18–64 years,18–64 years,702,15.4,
5648,Santa Barbara,2022,Age groups,18–64 years,18–64 years,491,17.6,
5649,Santa Clara,2022,Age groups,18–64 years,18–64 years,2174,17.8,
5650,Santa Cruz,2022,Age groups,18–64 years,18–64 years,290,17.8,
5651,Shasta,2022,Age groups,18–64 years,18–64 years,241,25.2,
5652,Sierra,2022,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
5653,Siskiyou,2022,Age groups,18–64 years,18–64 years,67,31.4,
5654,Solano,2022,Age groups,18–64 years,18–64 years,1272,48.9,
5655,Sonoma,2022,Age groups,18–64 years,18–64 years,628,21.9,
5656,Stanislaus,2022,Age groups,18–64 years,18–64 years,1057,31.7,
5657,Sutter,2022,Age groups,18–64 years,18–64 years,130,22.1,
5658,Tehama,2022,Age groups,18–64 years,18–64 years,112,33.4,
5659,Trinity,2022,Age groups,18–64 years,18–64 years,28,41.8,
5660,Tulare,2022,Age groups,18–64 years,18–64 years,614,21.9,
5661,Tuolumne,2022,Age groups,18–64 years,18–64 years,63,23.8,
5662,Ventura,2022,Age groups,18–64 years,18–64 years,971,19.4,
5663,Yolo,2022,Age groups,18–64 years,18–64 years,296,23.5,
5664,Yuba,2022,Age groups,18–64 years,18–64 years,161,35,
5665,California,2022,Age groups,65+ years,65+ years,9679,14.2,
5666,Alameda,2022,Age groups,65+ years,65+ years,519,18.1,
5667,Alpine,2022,Age groups,65+ years,65+ years,0,0,
5668,Amador,2022,Age groups,65+ years,65+ years,22,19.1,
5669,Butte,2022,Age groups,65+ years,65+ years,53,11.6,
5670,Calaveras,2022,Age groups,65+ years,65+ years,17,11.4,
5671,Colusa,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5672,Contra Costa,2022,Age groups,65+ years,65+ years,410,18.5,
5673,Del Norte,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5674,El Dorado,2022,Age groups,65+ years,65+ years,62,13.6,
5675,Fresno,2022,Age groups,65+ years,65+ years,254,17.8,
5676,Glenn,2022,Age groups,65+ years,65+ years,13,27.6,
5677,Humboldt,2022,Age groups,65+ years,65+ years,34,11.6,
5678,Imperial,2022,Age groups,65+ years,65+ years,32,11.3,
5679,Inyo,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5680,Kern,2022,Age groups,65+ years,65+ years,142,11.9,
5681,Kings,2022,Age groups,65+ years,65+ years,24,13.7,
5682,Lake,2022,Age groups,65+ years,65+ years,29,17.9,
5683,Lassen,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5684,Los Angeles,2022,Age groups,65+ years,65+ years,2480,14.7,
5685,Madera,2022,Age groups,65+ years,65+ years,52,20.2,
5686,Marin,2022,Age groups,65+ years,65+ years,57,8.5,
5687,Mariposa,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5688,Mendocino,2022,Age groups,65+ years,65+ years,46,20.8,
5689,Merced,2022,Age groups,65+ years,65+ years,63,17.3,
5690,Modoc,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5691,Mono,2022,Age groups,65+ years,65+ years,0,0,
5692,Monterey,2022,Age groups,65+ years,65+ years,69,10,
5693,Napa,2022,Age groups,65+ years,65+ years,46,15.7,
5694,Nevada,2022,Age groups,65+ years,65+ years,25,8.3,
5695,Orange,2022,Age groups,65+ years,65+ years,490,8.8,
5696,Placer,2022,Age groups,65+ years,65+ years,102,11.3,
5697,Plumas,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5698,Riverside,2022,Age groups,65+ years,65+ years,493,11.5,
5699,Sacramento,2022,Age groups,65+ years,65+ years,461,18.7,
5700,San Benito,2022,Age groups,65+ years,65+ years,19,18.6,
5701,San Bernardino,2022,Age groups,65+ years,65+ years,460,15.1,
5702,San Diego,2022,Age groups,65+ years,65+ years,755,13.3,
5703,San Francisco,2022,Age groups,65+ years,65+ years,184,11.3,
5704,San Joaquin,2022,Age groups,65+ years,65+ years,226,19.5,
5705,San Luis Obispo,2022,Age groups,65+ years,65+ years,68,10.2,
5706,San Mateo,2022,Age groups,65+ years,65+ years,181,12.1,
5707,Santa Barbara,2022,Age groups,65+ years,65+ years,75,9.8,
5708,Santa Clara,2022,Age groups,65+ years,65+ years,448,13.4,
5709,Santa Cruz,2022,Age groups,65+ years,65+ years,52,9.7,
5710,Shasta,2022,Age groups,65+ years,65+ years,50,12.6,
5711,Sierra,2022,Age groups,65+ years,65+ years,0,0,
5712,Siskiyou,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5713,Solano,2022,Age groups,65+ years,65+ years,198,23.6,
5714,Sonoma,2022,Age groups,65+ years,65+ years,131,10.9,
5715,Stanislaus,2022,Age groups,65+ years,65+ years,156,18.4,
5716,Sutter,2022,Age groups,65+ years,65+ years,29,17.4,
5717,Tehama,2022,Age groups,65+ years,65+ years,14,10.4,
5718,Trinity,2022,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
5719,Tulare,2022,Age groups,65+ years,65+ years,67,10.6,
5720,Tuolumne,2022,Age groups,65+ years,65+ years,18,11.2,
5721,Ventura,2022,Age groups,65+ years,65+ years,163,10.5,
5722,Yolo,2022,Age groups,65+ years,65+ years,61,19.3,
5723,Yuba,2022,Age groups,65+ years,65+ years,20,16.4,
5724,California,2022,Race/ethnicity,White,All ages,28332,21.2,
5725,Alameda,2022,Race/ethnicity,White,All ages,719,13.4,
5726,Alpine,2022,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5727,Amador,2022,Race/ethnicity,White,All ages,87,38.8,
5728,Butte,2022,Race/ethnicity,White,All ages,293,19.7,
5729,Calaveras,2022,Race/ethnicity,White,All ages,95,35.2,
5730,Colusa,2022,Race/ethnicity,White,All ages,24,30.5,
5731,Contra Costa,2022,Race/ethnicity,White,All ages,875,18.6,
5732,Del Norte,2022,Race/ethnicity,White,All ages,74,53.6,
5733,El Dorado,2022,Race/ethnicity,White,All ages,285,22.2,
5734,Fresno,2022,Race/ethnicity,White,All ages,839,31.1,
5735,Glenn,2022,Race/ethnicity,White,All ages,47,31.9,
5736,Humboldt,2022,Race/ethnicity,White,All ages,268,30.3,
5737,Imperial,2022,Race/ethnicity,White,All ages,39,17.3,
5738,Inyo,2022,Race/ethnicity,White,All ages,37,43,
5739,Kern,2022,Race/ethnicity,White,All ages,594,19.6,
5740,Kings,2022,Race/ethnicity,White,All ages,143,28,
5741,Lake,2022,Race/ethnicity,White,All ages,192,51.6,
5742,Lassen,2022,Race/ethnicity,White,All ages,55,32.2,
5743,Los Angeles,2022,Race/ethnicity,White,All ages,4133,17.8,
5744,Madera,2022,Race/ethnicity,White,All ages,140,28.7,
5745,Marin,2022,Race/ethnicity,White,All ages,179,12.2,
5746,Mariposa,2022,Race/ethnicity,White,All ages,12,10.1,
5747,Mendocino,2022,Race/ethnicity,White,All ages,266,56.8,
5748,Merced,2022,Race/ethnicity,White,All ages,316,41.3,
5749,Modoc,2022,Race/ethnicity,White,All ages,26,49.5,
5750,Mono,2022,Race/ethnicity,White,All ages,15,16.2,
5751,Monterey,2022,Race/ethnicity,White,All ages,226,20.6,
5752,Napa,2022,Race/ethnicity,White,All ages,116,19.7,
5753,Nevada,2022,Race/ethnicity,White,All ages,126,20.3,
5754,Orange,2022,Race/ethnicity,White,All ages,1917,16.7,
5755,Placer,2022,Race/ethnicity,White,All ages,528,20.7,
5756,Plumas,2022,Race/ethnicity,White,All ages,40,28.2,
5757,Riverside,2022,Race/ethnicity,White,All ages,2103,27.7,
5758,Sacramento,2022,Race/ethnicity,White,All ages,1500,22.3,
5759,San Benito,2022,Race/ethnicity,White,All ages,45,22.9,
5760,San Bernardino,2022,Race/ethnicity,White,All ages,1578,25.5,
5761,San Diego,2022,Race/ethnicity,White,All ages,2349,17.2,
5762,San Francisco,2022,Race/ethnicity,White,All ages,338,9.9,
5763,San Joaquin,2022,Race/ethnicity,White,All ages,673,29,
5764,San Luis Obispo,2022,Race/ethnicity,White,All ages,282,18.1,
5765,San Mateo,2022,Race/ethnicity,White,All ages,327,11.4,
5766,Santa Barbara,2022,Race/ethnicity,White,All ages,285,16.8,
5767,Santa Clara,2022,Race/ethnicity,White,All ages,854,13.9,
5768,Santa Cruz,2022,Race/ethnicity,White,All ages,204,13.9,
5769,Shasta,2022,Race/ethnicity,White,All ages,302,23.8,
5770,Sierra,2022,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5771,Siskiyou,2022,Race/ethnicity,White,All ages,71,27.6,
5772,Solano,2022,Race/ethnicity,White,All ages,526,34.7,
5773,Sonoma,2022,Race/ethnicity,White,All ages,575,21.9,
5774,Stanislaus,2022,Race/ethnicity,White,All ages,663,30.4,
5775,Sutter,2022,Race/ethnicity,White,All ages,96,23.4,
5776,Tehama,2022,Race/ethnicity,White,All ages,118,32.3,
5777,Trinity,2022,Race/ethnicity,White,All ages,25,26.1,
5778,Tulare,2022,Race/ethnicity,White,All ages,305,24.1,
5779,Tuolumne,2022,Race/ethnicity,White,All ages,89,26.2,
5780,Ventura,2022,Race/ethnicity,White,All ages,615,18.7,
5781,Yolo,2022,Race/ethnicity,White,All ages,169,17.1,
5782,Yuba,2022,Race/ethnicity,White,All ages,155,37.2,
5783,California,2022,Race/ethnicity,Black,All ages,23721,110.1,
5784,Alameda,2022,Race/ethnicity,Black,All ages,1920,107.5,
5785,Alpine,2022,Race/ethnicity,Black,All ages,0,0,
5786,Amador,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5787,Butte,2022,Race/ethnicity,Black,All ages,51,121.9,
5788,Calaveras,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5789,Colusa,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5790,Contra Costa,2022,Race/ethnicity,Black,All ages,1230,123.5,
5791,Del Norte,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5792,El Dorado,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5793,Fresno,2022,Race/ethnicity,Black,All ages,696,136.3,
5794,Glenn,2022,Race/ethnicity,Black,All ages,0,0,
5795,Humboldt,2022,Race/ethnicity,Black,All ages,36,227.4,
5796,Imperial,2022,Race/ethnicity,Black,All ages,20,64.6,
5797,Inyo,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5798,Kern,2022,Race/ethnicity,Black,All ages,503,97.1,
5799,Kings,2022,Race/ethnicity,Black,All ages,63,63.9,
5800,Lake,2022,Race/ethnicity,Black,All ages,20,227,
5801,Lassen,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5802,Los Angeles,2022,Race/ethnicity,Black,All ages,7908,107.7,
5803,Madera,2022,Race/ethnicity,Black,All ages,29,86.5,
5804,Marin,2022,Race/ethnicity,Black,All ages,44,65.3,
